order_id,product_id,unit_price,quantity,Total_Price
10270,43,36.7999992,25,919.99998
10271,33,2,24,48
10272,20,64.8000031,6,388.8000186
10272,31,10,40,400
10272,72,27.7999992,24,667.1999807999999
10273,10,24.7999992,24,595.1999807999999
10273,31,10,15,150
10273,33,2,20,40
10273,40,14.6999998,60,881.999988
10273,76,14.3999996,33,475.1999868
10274,71,17.2000008,20,344.000016
10274,72,27.7999992,7,194.59999439999999
10275,24,3.5999999,12,43.199998799999996
10275,59,44,6,264
10276,10,24.7999992,15,371.999988
10276,13,4.80000019,10,48.0000019
10277,28,36.4000015,20,728.00003
10277,62,39.4000015,12,472.800018
10278,44,15.5,16,248
10278,59,44,15,660
10278,63,35.0999985,8,280.799988
10278,73,12,25,300
10279,17,31.2000008,15,468.000012
10280,24,3.5999999,12,43.199998799999996
10280,55,19.2000008,20,384.000016
10280,75,6.19999981,30,185.9999943
10281,19,7.30000019,1,7.30000019
10281,24,3.5999999,6,21.599999399999998
10281,35,14.3999996,4,57.5999984
10282,30,20.7000008,6,124.20000480000002
10282,57,15.6000004,2,31.2000008
10283,15,12.3999996,20,247.999992
10283,19,7.30000019,18,131.40000342000002
10283,60,27.2000008,35,952.000028
10283,72,27.7999992,3,83.39999759999999
10284,27,35.0999985,15,526.4999775
10284,44,15.5,21,325.5
10284,60,27.2000008,20,544.0000160000001
10284,67,11.1999998,5,55.999999
10285,1,14.3999996,45,647.9999819999999
10285,40,14.6999998,40,587.999992
10285,53,26.2000008,36,943.2000288
10286,35,14.3999996,100,1439.9999599999999
10286,62,39.4000015,40,1576.00006
10287,16,13.8999996,40,555.9999839999999
10287,34,11.1999998,20,223.999996
10287,46,9.60000038,15,144.0000057
10288,54,5.9000001,10,59.000001
10288,68,10,3,30
10289,3,8,30,240
10289,64,26.6000004,9,239.4000036
10290,5,17,20,340
10290,29,99,15,1485
10290,49,16,15,240
10290,77,10.3999996,10,103.999996
10291,13,4.80000019,20,96.0000038
10291,44,15.5,24,372
10291,51,42.4000015,2,84.800003
10292,20,64.8000031,20,1296.000062
10293,18,50,12,600
10293,24,3.5999999,10,35.999998999999995
10293,63,35.0999985,5,175.4999925
10293,75,6.19999981,6,37.199998859999994
10294,1,14.3999996,18,259.19999279999996
10294,17,31.2000008,15,468.000012
10294,43,36.7999992,15,551.999988
10294,60,27.2000008,21,571.2000168000001
10294,75,6.19999981,6,37.199998859999994
10295,56,30.3999996,4,121.5999984
10296,11,16.7999992,12,201.59999039999997
10296,16,13.8999996,30,416.999988
10296,69,28.7999992,15,431.999988
10297,39,14.3999996,60,863.999976
10297,72,27.7999992,20,555.9999839999999
10298,2,15.1999998,40,607.999992
10298,36,15.1999998,40,607.999992
10298,59,44,30,1320
10298,62,39.4000015,15,591.0000225
10299,19,7.30000019,15,109.50000285
10299,70,12,20,240
10300,66,13.6000004,30,408.000012
10300,68,10,20,200
10301,40,14.6999998,10,146.999998
10301,56,30.3999996,20,607.999992
10302,17,31.2000008,40,1248.0000320000001
10302,28,36.4000015,28,1019.200042
10302,43,36.7999992,12,441.5999904
10303,40,14.6999998,40,587.999992
10303,65,16.7999992,30,503.99997599999995
10303,68,10,15,150
10304,49,16,30,480
10304,59,44,10,440
10304,71,17.2000008,2,34.4000016
10305,18,50,25,1250
10305,29,99,25,2475
10305,39,14.3999996,30,431.999988
10306,30,20.7000008,10,207.000008
10306,53,26.2000008,10,262.00000800000004
10306,54,5.9000001,5,29.5000005
10307,62,39.4000015,10,394.000015
10307,68,10,3,30
10308,69,28.7999992,1,28.7999992
10308,70,12,5,60
10309,4,17.6000004,20,352.000008
10309,6,20,30,600
10309,42,11.1999998,2,22.3999996
10309,43,36.7999992,20,735.999984
10309,71,17.2000008,3,51.60000240000001
10310,16,13.8999996,10,138.99999599999998
10310,62,39.4000015,5,197.0000075
10311,42,11.1999998,6,67.1999988
10311,69,28.7999992,7,201.59999439999999
10312,28,36.4000015,4,145.600006
10312,43,36.7999992,24,883.1999808
10312,53,26.2000008,20,524.0000160000001
10312,75,6.19999981,10,61.9999981
10313,36,15.1999998,12,182.3999976
10314,32,25.6000004,40,1024.000016
10314,58,10.6000004,30,318.000012
10314,62,39.4000015,25,985.0000375000001
10315,34,11.1999998,14,156.7999972
10315,70,12,30,360
10316,41,7.69999981,10,76.9999981
10316,62,39.4000015,70,2758.000105
10317,1,14.3999996,20,287.99999199999996
10318,41,7.69999981,20,153.9999962
10318,76,14.3999996,6,86.39999759999999
10319,17,31.2000008,8,249.6000064
10319,28,36.4000015,14,509.600021
10319,76,14.3999996,30,431.999988
10320,71,17.2000008,30,516.000024
10321,35,14.3999996,10,143.99999599999998
10322,52,5.5999999,20,111.999998
10323,15,12.3999996,5,61.999998
10323,25,11.1999998,4,44.7999992
10323,39,14.3999996,4,57.5999984
10324,16,13.8999996,21,291.89999159999996
10324,35,14.3999996,70,1007.999972
10324,46,9.60000038,30,288.0000114
10324,59,44,40,1760
10324,63,35.0999985,80,2807.99988
10325,6,20,6,120
10325,13,4.80000019,12,57.600002280000005
10325,14,18.6000004,9,167.4000036
10325,31,10,4,40
10325,72,27.7999992,40,1111.9999679999999
10326,4,17.6000004,24,422.4000096
10326,57,15.6000004,16,249.6000064
10326,75,6.19999981,50,309.99999049999997
10327,2,15.1999998,25,379.999995
10327,11,16.7999992,50,839.9999599999999
10327,30,20.7000008,35,724.500028
10327,58,10.6000004,30,318.000012
10328,59,44,9,396
10328,65,16.7999992,40,671.999968
10328,68,10,10,100
10329,19,7.30000019,10,73.0000019
10329,30,20.7000008,8,165.6000064
10329,38,210.800003,20,4216.00006
10329,56,30.3999996,12,364.7999952
10330,26,24.8999996,50,1244.99998
10330,72,27.7999992,25,694.9999799999999
10331,54,5.9000001,15,88.5000015
10332,18,50,40,2000
10332,42,11.1999998,10,111.999998
10332,47,7.5999999,16,121.5999984
10333,14,18.6000004,10,186.000004
10333,21,8,10,80
10333,71,17.2000008,40,688.000032
10334,52,5.5999999,8,44.7999992
10334,68,10,10,100
10335,2,15.1999998,7,106.3999986
10335,31,10,25,250
10335,32,25.6000004,6,153.6000024
10335,51,42.4000015,48,2035.200072
10336,4,17.6000004,18,316.8000072
10337,23,7.19999981,40,287.9999924
10337,26,24.8999996,24,597.5999904
10337,36,15.1999998,20,303.999996
10337,37,20.7999992,28,582.3999775999999
10337,72,27.7999992,25,694.9999799999999
10338,17,31.2000008,20,624.0000160000001
10338,30,20.7000008,15,310.500012
10339,4,17.6000004,10,176.000004
10339,17,31.2000008,70,2184.0000560000003
10339,62,39.4000015,28,1103.200042
10340,18,50,20,1000
10340,41,7.69999981,12,92.39999771999999
10340,43,36.7999992,40,1471.999968
10341,33,2,8,16
10341,59,44,9,396
10342,2,15.1999998,24,364.7999952
10342,31,10,56,560
10342,36,15.1999998,40,607.999992
10342,55,19.2000008,40,768.000032
10343,64,26.6000004,50,1330.00002
10343,68,10,4,40
10343,76,14.3999996,15,215.999994
10344,4,17.6000004,35,616.000014
10344,8,32,70,2240
10345,8,32,70,2240
10345,19,7.30000019,80,584.0000152
10345,42,11.1999998,9,100.7999982
10346,17,31.2000008,36,1123.2000288000002
10346,56,30.3999996,20,607.999992
10347,25,11.1999998,10,111.999998
10347,39,14.3999996,50,719.9999799999999
10347,40,14.6999998,4,58.7999992
10347,75,6.19999981,6,37.199998859999994
10348,1,14.3999996,15,215.999994
10348,23,7.19999981,25,179.99999524999998
10349,54,5.9000001,24,141.6000024
10350,50,13,15,195
10350,69,28.7999992,18,518.3999855999999
10351,38,210.800003,20,4216.00006
10351,41,7.69999981,13,100.09999753
10351,44,15.5,77,1193.5
10351,65,16.7999992,10,167.999992
10352,24,3.5999999,10,35.999998999999995
10352,54,5.9000001,20,118.000002
10353,11,16.7999992,12,201.59999039999997
10353,38,210.800003,50,10540.00015
10354,1,14.3999996,12,172.79999519999998
10354,29,99,4,396
10355,24,3.5999999,25,89.99999749999999
10355,57,15.6000004,25,390.00001000000003
10356,31,10,30,300
10356,55,19.2000008,12,230.40000960000003
10356,69,28.7999992,20,575.9999839999999
10357,10,24.7999992,30,743.999976
10357,26,24.8999996,16,398.3999936
10357,60,27.2000008,8,217.6000064
10358,24,3.5999999,10,35.999998999999995
10358,34,11.1999998,10,111.999998
10358,36,15.1999998,20,303.999996
10359,16,13.8999996,56,778.3999775999999
10359,31,10,70,700
10359,60,27.2000008,80,2176.0000640000003
10360,28,36.4000015,30,1092.000045
10360,29,99,35,3465
10360,38,210.800003,10,2108.00003
10360,49,16,35,560
10360,54,5.9000001,28,165.2000028
10361,39,14.3999996,54,777.5999783999999
10361,60,27.2000008,55,1496.0000440000001
10362,25,11.1999998,50,559.99999
10362,51,42.4000015,20,848.00003
10362,54,5.9000001,24,141.6000024
10363,31,10,20,200
10363,75,6.19999981,12,74.39999771999999
10363,76,14.3999996,12,172.79999519999998
10364,69,28.7999992,30,863.999976
10364,71,17.2000008,5,86.000004
10365,11,16.7999992,24,403.19998079999993
10366,65,16.7999992,5,83.999996
10366,77,10.3999996,5,51.999998
10367,34,11.1999998,36,403.1999928
10367,54,5.9000001,18,106.2000018
10367,65,16.7999992,15,251.99998799999997
10367,77,10.3999996,7,72.79999719999999
10368,21,8,5,40
10368,28,36.4000015,13,473.20001950000005
10368,57,15.6000004,25,390.00001000000003
10368,64,26.6000004,35,931.000014
10369,29,99,20,1980
10369,56,30.3999996,18,547.1999928
10370,1,14.3999996,15,215.999994
10370,64,26.6000004,30,798.000012
10370,74,8,20,160
10371,36,15.1999998,6,91.1999988
10372,20,64.8000031,12,777.6000372
10372,38,210.800003,40,8432.00012
10372,60,27.2000008,70,1904.000056
10372,72,27.7999992,42,1167.5999663999999
10373,58,10.6000004,80,848.000032
10373,71,17.2000008,50,860.0000400000001
10374,31,10,30,300
10374,58,10.6000004,15,159.000006
10375,14,18.6000004,15,279.000006
10375,54,5.9000001,10,59.000001
10376,31,10,42,420
10377,28,36.4000015,20,728.00003
10377,39,14.3999996,20,287.99999199999996
10378,71,17.2000008,6,103.20000480000002
10379,41,7.69999981,8,61.59999848
10379,63,35.0999985,16,561.599976
10379,65,16.7999992,20,335.999984
10380,30,20.7000008,18,372.6000144
10380,53,26.2000008,20,524.0000160000001
10380,60,27.2000008,6,163.20000480000002
10380,70,12,30,360
10381,74,8,14,112
10382,5,17,32,544
10382,18,50,9,450
10382,29,99,14,1386
10382,33,2,60,120
10382,74,8,50,400
10383,13,4.80000019,20,96.0000038
10383,50,13,15,195
10383,56,30.3999996,20,607.999992
10384,20,64.8000031,28,1814.4000867999998
10384,60,27.2000008,15,408.000012
10385,7,24,10,240
10385,60,27.2000008,20,544.0000160000001
10385,68,10,8,80
10386,24,3.5999999,15,53.9999985
10386,34,11.1999998,10,111.999998
10387,24,3.5999999,15,53.9999985
10387,28,36.4000015,6,218.400009
10387,59,44,12,528
10387,71,17.2000008,15,258.000012
10388,45,7.5999999,15,113.9999985
10388,52,5.5999999,20,111.999998
10388,53,26.2000008,40,1048.0000320000001
10389,10,24.7999992,16,396.7999872
10389,55,19.2000008,15,288.000012
10389,62,39.4000015,20,788.00003
10389,70,12,30,360
10390,31,10,60,600
10390,35,14.3999996,40,575.9999839999999
10390,46,9.60000038,45,432.00001710000004
10390,72,27.7999992,24,667.1999807999999
10391,13,4.80000019,18,86.40000342
10392,69,28.7999992,50,1439.9999599999999
10393,2,15.1999998,25,379.999995
10393,14,18.6000004,42,781.2000168
10393,25,11.1999998,7,78.3999986
10393,26,24.8999996,70,1742.999972
10393,31,10,32,320
10394,13,4.80000019,10,48.0000019
10394,62,39.4000015,10,394.000015
10395,46,9.60000038,28,268.80001064000004
10395,53,26.2000008,70,1834.000056
10395,69,28.7999992,8,230.3999936
10396,23,7.19999981,40,287.9999924
10396,71,17.2000008,60,1032.000048
10396,72,27.7999992,21,583.7999831999999
10397,21,8,10,80
10397,51,42.4000015,18,763.2000270000001
10398,35,14.3999996,30,431.999988
10398,55,19.2000008,120,2304.000096
10399,68,10,60,600
10399,71,17.2000008,30,516.000024
10399,76,14.3999996,35,503.999986
10399,77,10.3999996,14,145.59999439999999
10400,29,99,21,2079
10400,35,14.3999996,35,503.999986
10400,49,16,30,480
10401,30,20.7000008,18,372.6000144
10401,56,30.3999996,70,2127.999972
10401,65,16.7999992,20,335.999984
10401,71,17.2000008,60,1032.000048
10402,23,7.19999981,60,431.9999886
10402,63,35.0999985,65,2281.4999024999997
10403,16,13.8999996,21,291.89999159999996
10403,48,10.1999998,70,713.999986
10404,26,24.8999996,30,746.999988
10404,42,11.1999998,40,447.999992
10404,49,16,30,480
10405,3,8,50,400
10406,1,14.3999996,10,143.99999599999998
10406,21,8,30,240
10406,28,36.4000015,42,1528.8000630000001
10406,36,15.1999998,5,75.999999
10406,40,14.6999998,2,29.3999996
10407,11,16.7999992,30,503.99997599999995
10407,69,28.7999992,15,431.999988
10407,71,17.2000008,15,258.000012
10408,37,20.7999992,10,207.999992
10408,54,5.9000001,6,35.4000006
10408,62,39.4000015,35,1379.0000525
10409,14,18.6000004,12,223.2000048
10409,21,8,12,96
10410,33,2,49,98
10410,59,44,16,704
10411,41,7.69999981,25,192.49999524999998
10411,44,15.5,40,620
10411,59,44,9,396
10412,14,18.6000004,20,372.000008
10413,1,14.3999996,24,345.59999039999997
10413,62,39.4000015,40,1576.00006
10413,76,14.3999996,14,201.59999439999999
10414,19,7.30000019,18,131.40000342000002
10414,33,2,50,100
10415,17,31.2000008,2,62.4000016
10415,33,2,20,40
10416,19,7.30000019,20,146.0000038
10416,53,26.2000008,10,262.00000800000004
10416,57,15.6000004,20,312.00000800000004
10417,38,210.800003,50,10540.00015
10417,46,9.60000038,2,19.20000076
10417,68,10,36,360
10417,77,10.3999996,35,363.999986
10418,2,15.1999998,60,911.999988
10418,47,7.5999999,55,417.9999945
10418,61,22.7999992,16,364.7999872
10418,74,8,15,120
10419,60,27.2000008,60,1632.000048
10419,69,28.7999992,20,575.9999839999999
10420,9,77.5999985,20,1551.9999699999998
10420,13,4.80000019,2,9.60000038
10420,70,12,8,96
10420,73,12,20,240
10421,19,7.30000019,4,29.20000076
10421,26,24.8999996,30,746.999988
10421,53,26.2000008,15,393.000012
10421,77,10.3999996,10,103.999996
10422,26,24.8999996,2,49.7999992
10423,31,10,14,140
10423,59,44,20,880
10424,35,14.3999996,60,863.999976
10424,38,210.800003,49,10329.200147
10424,68,10,30,300
10425,55,19.2000008,10,192.000008
10425,76,14.3999996,20,287.99999199999996
10426,56,30.3999996,5,151.999998
10426,64,26.6000004,7,186.2000028
10427,14,18.6000004,35,651.000014
10428,46,9.60000038,20,192.0000076
10429,50,13,40,520
10429,63,35.0999985,35,1228.4999475
10430,17,31.2000008,45,1404.0000360000001
10430,21,8,50,400
10430,56,30.3999996,30,911.999988
10430,59,44,70,3080
10431,17,31.2000008,50,1560.0000400000001
10431,40,14.6999998,50,734.99999
10431,47,7.5999999,30,227.999997
10432,26,24.8999996,10,248.999996
10432,54,5.9000001,40,236.000004
10433,56,30.3999996,28,851.1999888
10434,11,16.7999992,6,100.79999519999998
10434,76,14.3999996,18,259.19999279999996
10435,2,15.1999998,10,151.999998
10435,22,16.7999992,12,201.59999039999997
10435,72,27.7999992,10,277.99999199999996
10436,46,9.60000038,5,48.0000019
10436,56,30.3999996,40,1215.999984
10436,64,26.6000004,30,798.000012
10436,75,6.19999981,24,148.79999543999998
10437,53,26.2000008,15,393.000012
10438,19,7.30000019,15,109.50000285
10438,34,11.1999998,20,223.999996
10438,57,15.6000004,15,234.000006
10439,12,30.3999996,15,455.999994
10439,16,13.8999996,16,222.3999936
10439,64,26.6000004,6,159.6000024
10439,74,8,30,240
10440,2,15.1999998,45,683.999991
10440,16,13.8999996,49,681.0999803999999
10440,29,99,24,2376
10440,61,22.7999992,90,2051.9999279999997
10441,27,35.0999985,50,1754.9999249999998
10442,11,16.7999992,30,503.99997599999995
10442,54,5.9000001,80,472.000008
10442,66,13.6000004,60,816.000024
10443,11,16.7999992,6,100.79999519999998
10443,28,36.4000015,12,436.800018
10444,17,31.2000008,10,312.00000800000004
10444,26,24.8999996,15,373.499994
10444,35,14.3999996,8,115.1999968
10444,41,7.69999981,30,230.9999943
10445,39,14.3999996,6,86.39999759999999
10445,54,5.9000001,15,88.5000015
10446,19,7.30000019,12,87.60000228000001
10446,24,3.5999999,20,71.99999799999999
10446,31,10,3,30
10446,52,5.5999999,15,83.9999985
10447,19,7.30000019,40,292.0000076
10447,65,16.7999992,35,587.999972
10447,71,17.2000008,2,34.4000016
10448,26,24.8999996,6,149.3999976
10448,40,14.6999998,20,293.999996
10449,10,24.7999992,14,347.19998879999997
10449,52,5.5999999,20,111.999998
10449,62,39.4000015,35,1379.0000525
10450,10,24.7999992,20,495.999984
10450,54,5.9000001,6,35.4000006
10451,55,19.2000008,120,2304.000096
10451,64,26.6000004,35,931.000014
10451,65,16.7999992,28,470.39997759999994
10451,77,10.3999996,55,571.9999779999999
10452,28,36.4000015,15,546.0000225
10452,44,15.5,100,1550
10453,48,10.1999998,15,152.999997
10453,70,12,25,300
10454,16,13.8999996,20,277.99999199999996
10454,33,2,20,40
10454,46,9.60000038,10,96.0000038
10455,39,14.3999996,20,287.99999199999996
10455,53,26.2000008,50,1310.0000400000001
10455,61,22.7999992,25,569.9999799999999
10455,71,17.2000008,30,516.000024
10456,21,8,40,320
10456,49,16,21,336
10457,59,44,36,1584
10458,26,24.8999996,30,746.999988
10458,28,36.4000015,30,1092.000045
10458,43,36.7999992,20,735.999984
10458,56,30.3999996,15,455.999994
10458,71,17.2000008,50,860.0000400000001
10459,7,24,16,384
10459,46,9.60000038,20,192.0000076
10459,72,27.7999992,40,1111.9999679999999
10460,68,10,21,210
10460,75,6.19999981,4,24.79999924
10461,21,8,40,320
10461,30,20.7000008,28,579.6000224000001
10461,55,19.2000008,60,1152.000048
10462,13,4.80000019,1,4.80000019
10462,23,7.19999981,21,151.19999600999998
10463,19,7.30000019,21,153.30000399000002
10463,42,11.1999998,50,559.99999
10464,4,17.6000004,16,281.6000064
10464,43,36.7999992,3,110.3999976
10464,56,30.3999996,30,911.999988
10464,60,27.2000008,20,544.0000160000001
10465,24,3.5999999,25,89.99999749999999
10465,29,99,18,1782
10465,40,14.6999998,20,293.999996
10465,45,7.5999999,30,227.999997
10465,50,13,25,325
10466,11,16.7999992,10,167.999992
10466,46,9.60000038,5,48.0000019
10467,24,3.5999999,28,100.79999719999999
10467,25,11.1999998,12,134.3999976
10468,30,20.7000008,8,165.6000064
10468,43,36.7999992,15,551.999988
10469,2,15.1999998,40,607.999992
10469,16,13.8999996,35,486.499986
10469,44,15.5,2,31
10470,18,50,30,1500
10470,23,7.19999981,15,107.99999715
10470,64,26.6000004,8,212.8000032
10471,7,24,30,720
10471,56,30.3999996,20,607.999992
10472,24,3.5999999,80,287.99999199999996
10472,51,42.4000015,18,763.2000270000001
10473,33,2,12,24
10473,71,17.2000008,12,206.40000960000003
10474,14,18.6000004,12,223.2000048
10474,28,36.4000015,18,655.2000270000001
10474,40,14.6999998,21,308.6999958
10474,75,6.19999981,10,61.9999981
10475,31,10,35,350
10475,66,13.6000004,60,816.000024
10475,76,14.3999996,42,604.7999831999999
10476,55,19.2000008,2,38.4000016
10476,70,12,12,144
10477,1,14.3999996,15,215.999994
10477,21,8,21,168
10477,39,14.3999996,20,287.99999199999996
10478,10,24.7999992,20,495.999984
10479,38,210.800003,30,6324.0000900000005
10479,53,26.2000008,28,733.6000224000001
10479,59,44,60,2640
10479,64,26.6000004,30,798.000012
10480,47,7.5999999,30,227.999997
10480,59,44,12,528
10481,49,16,24,384
10481,60,27.2000008,40,1088.0000320000001
10482,40,14.6999998,10,146.999998
10483,34,11.1999998,35,391.999993
10483,77,10.3999996,30,311.999988
10484,21,8,14,112
10484,40,14.6999998,10,146.999998
10484,51,42.4000015,3,127.2000045
10485,2,15.1999998,20,303.999996
10485,3,8,20,160
10485,55,19.2000008,30,576.000024
10485,70,12,60,720
10486,11,16.7999992,5,83.999996
10486,51,42.4000015,25,1060.0000375
10486,74,8,16,128
10487,19,7.30000019,5,36.50000095
10487,26,24.8999996,30,746.999988
10487,54,5.9000001,24,141.6000024
10488,59,44,30,1320
10488,73,12,20,240
10489,11,16.7999992,15,251.99998799999997
10489,16,13.8999996,18,250.1999928
10490,59,44,60,2640
10490,68,10,30,300
10490,75,6.19999981,36,223.19999316
10491,44,15.5,15,232.5
10491,77,10.3999996,7,72.79999719999999
10492,25,11.1999998,60,671.999988
10492,42,11.1999998,20,223.999996
10493,65,16.7999992,15,251.99998799999997
10493,66,13.6000004,10,136.00000400000002
10493,69,28.7999992,10,287.99999199999996
10494,56,30.3999996,30,911.999988
10495,23,7.19999981,10,71.9999981
10495,41,7.69999981,20,153.9999962
10495,77,10.3999996,5,51.999998
10496,31,10,20,200
10497,56,30.3999996,14,425.5999944
10497,72,27.7999992,25,694.9999799999999
10497,77,10.3999996,25,259.99998999999997
10498,24,4.5,14,63
10498,40,18.3999996,5,91.999998
10498,42,14,30,420
10499,28,45.5999985,20,911.99997
10499,49,20,25,500
10500,15,15.5,12,186
10500,28,45.5999985,8,364.799988
10501,54,7.44999981,20,148.9999962
10502,45,9.5,21,199.5
10502,53,32.7999992,6,196.7999952
10502,67,14,30,420
10503,14,23.25,70,1627.5
10503,65,21.0499992,20,420.999984
10504,2,19,12,228
10504,21,10,12,120
10504,53,32.7999992,10,327.999992
10504,61,28.5,25,712.5
10505,62,49.2999992,3,147.8999976
10506,25,14,18,252
10506,70,15,14,210
10507,43,46,15,690
10507,48,12.75,15,191.25
10508,13,6,10,60
10508,39,18,10,180
10509,28,45.5999985,3,136.7999955
10510,29,123.790001,36,4456.440036
10510,75,7.75,36,279
10511,4,22,50,1100
10511,7,30,50,1500
10511,8,40,10,400
10512,24,4.5,10,45
10512,46,12,9,108
10512,47,9.5,6,57
10512,60,34,12,408
10513,21,10,40,400
10513,32,32,50,1600
10513,61,28.5,15,427.5
10514,20,81,39,3159
10514,28,45.5999985,35,1595.9999475
10514,56,38,70,2660
10514,65,21.0499992,39,820.9499688
10514,75,7.75,50,387.5
10515,9,97,16,1552
10515,16,17.4500008,50,872.5000400000001
10515,27,43.9000015,120,5268.00018
10515,33,2.5,16,40
10515,60,34,84,2856
10516,18,62.5,25,1562.5
10516,41,9.64999962,80,771.9999696
10516,42,14,20,280
10517,52,7,6,42
10517,59,55,4,220
10517,70,15,6,90
10518,24,4.5,5,22.5
10518,38,263.5,15,3952.5
10518,44,19.4500008,9,175.0500072
10519,10,31,16,496
10519,56,38,40,1520
10519,60,34,10,340
10520,24,4.5,8,36
10520,53,32.7999992,5,163.999996
10521,35,18,3,54
10521,41,9.64999962,10,96.4999962
10521,68,12.5,6,75
10522,1,18,40,720
10522,8,40,24,960
10522,30,25.8899994,20,517.799988
10522,40,18.3999996,25,459.99999
10523,17,39,25,975
10523,20,81,15,1215
10523,37,26,18,468
10523,41,9.64999962,6,57.899997719999995
10524,10,31,2,62
10524,30,25.8899994,10,258.899994
10524,43,46,60,2760
10524,54,7.44999981,15,111.74999715
10525,36,19,30,570
10525,40,18.3999996,15,275.999994
10526,1,18,8,144
10526,13,6,10,60
10526,56,38,30,1140
10527,4,22,50,1100
10527,36,19,30,570
10528,11,21,3,63
10528,33,2.5,8,20
10528,72,34.7999992,9,313.1999928
10529,55,24,14,336
10529,68,12.5,20,250
10529,69,36,10,360
10530,17,39,40,1560
10530,43,46,25,1150
10530,61,28.5,20,570
10530,76,18,50,900
10531,59,55,2,110
10532,30,25.8899994,15,388.349991
10532,66,17,24,408
10533,4,22,50,1100
10533,72,34.7999992,24,835.1999808
10533,73,15,24,360
10534,30,25.8899994,10,258.899994
10534,40,18.3999996,10,183.999996
10534,54,7.44999981,10,74.4999981
10535,11,21,50,1050
10535,40,18.3999996,10,183.999996
10535,57,19.5,5,97.5
10535,59,55,15,825
10536,12,38,15,570
10536,31,12.5,20,250
10536,33,2.5,30,75
10536,60,34,35,1190
10537,31,12.5,30,375
10537,51,53,6,318
10537,58,13.25,20,265
10537,72,34.7999992,21,730.7999832
10537,73,15,9,135
10538,70,15,7,105
10538,72,34.7999992,1,34.7999992
10539,13,6,8,48
10539,21,10,15,150
10539,33,2.5,15,37.5
10539,49,20,6,120
10540,3,10,60,600
10540,26,31.2299995,40,1249.19998
10540,38,263.5,30,7905
10540,68,12.5,35,437.5
10541,24,4.5,35,157.5
10541,38,263.5,4,1054
10541,65,21.0499992,36,757.7999712
10541,71,21.5,9,193.5
10542,11,21,15,315
10542,54,7.44999981,24,178.79999543999998
10543,12,38,30,1140
10543,23,9,70,630
10544,28,45.5999985,7,319.1999895
10544,67,14,7,98
10545,11,21,10,210
10546,7,30,10,300
10546,35,18,30,540
10546,62,49.2999992,40,1971.999968
10547,32,32,24,768
10547,36,19,60,1140
10548,34,14,10,140
10548,41,9.64999962,14,135.09999467999998
10549,31,12.5,55,687.5
10549,45,9.5,100,950
10549,51,53,48,2544
10550,17,39,8,312
10550,19,9.19999981,10,91.9999981
10550,21,10,6,60
10550,61,28.5,10,285
10551,16,17.4500008,40,698.000032
10551,35,18,20,360
10551,44,19.4500008,40,778.000032
10552,69,36,18,648
10552,75,7.75,30,232.5
10553,11,21,15,315
10553,16,17.4500008,14,244.30001120000003
10553,22,21,24,504
10553,31,12.5,30,375
10553,35,18,6,108
10554,16,17.4500008,30,523.500024
10554,23,9,20,180
10554,62,49.2999992,20,985.999984
10554,77,13,10,130
10555,14,23.25,30,697.5
10555,19,9.19999981,35,321.99999335
10555,24,4.5,18,81
10555,51,53,20,1060
10555,56,38,40,1520
10556,72,34.7999992,24,835.1999808
10557,64,33.25,30,997.5
